Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Summer 2025","Regular Academic Session","Medicine","73110","Microbiology (MICRBIOL) Open Sections"," 299","201","Intro to Research","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","2.00-3.00",
"Summer 2025","Regular Academic Session","Medicine","72879","Physical Medicine & Rehabilitation (PMR) Open Sections"," 599","201","Clinical Research","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","   1","   1","N","1.00-8.00",
"Summer 2025","Regular Academic Session","Medicine","73088","Physiology (PHYSIOL) Open Sections"," 700","201","Physiol MS Capstone","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Medicine","73651","Physiology (PHYSIOL) Open Sections"," 702","103","Physio MS Res Proj","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Oakley","  25","  25","N","3.00-8.00",
"Summer 2025","Regular Academic Session","Medicine","72816","Physiology (PHYSIOL) Open Sections"," 702","201","Physio MS Res Proj","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","3.00-8.00",
"Summer 2025","Regular Academic Session","Medicine","73652","Physiology (PHYSIOL) Open Sections"," 703","103","Physio MS Res Caps","IND"," IR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Oakley","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Medicine","72863","Physiology (PHYSIOL) Open Sections"," 703","201","Physio MS Res Caps","IND"," IR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Medicine","73283","Physiology (PHYSIOL) Open Sections"," 704","201","Peer Capstone Devel","DIS","PIR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Teal","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Medicine","72975","Post-Baccalaureate Premedical Program (MEDPREP) Open Sections"," 401","201","Fnds Physicians - 1","DIS","P R","","","W","","","","","06/26/2025","08/12/2025","5-7PM","ARR","Wishart","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Medicine","72878","Post-Baccalaureate Premedical Program (MEDPREP) Open Sections"," 402","201","Fnds Physicians - II","DIS","P R","","","W","","","","","06/26/2025","08/12/2025","5-7PM","ARR","Wishart","  40","  40","N","1.00",
"Summer 2025","Regular Academic Session","Medicine","72345","Surgery (SURGERY) Open Sections"," 499","201","Ug Surgery Research","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00-16.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","72860","Arts Administration (ARTSADMN) Open Sections"," 491","201","Internship","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73298","Arts Administration (ARTSADMN) Open Sections"," 491","370","Internship","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kuuskoski - hehis","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73565","Arts Administration (ARTSADMN) Open Sections"," 491","373","Internship","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Pension","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","72869","Arts Administration (ARTSADMN) Open Sections"," 591","201","Internship","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","74503","Conducting (CONDUCT) Open Sections"," 507","025","Special Projects","LAB","P  ","","","","","","","","06/16/2025","06/20/2025","ARR","ARR","Fettig, Snyder","  30","  30","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","74504","Conducting (CONDUCT) Open Sections"," 507","035","Special Projects","LAB","P  ","M","T","W","TH","","","","07/21/2025","07/24/2025","2-5PM","2058 MOORE","Snyder","  30","  30","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","74504","Conducting (CONDUCT) Open Sections"," 507","035","Special Projects","LAB","P  ","","","","","F","","","07/25/2025","07/25/2025","9-5PM","2058 MOORE","","  30","  30","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","74504","Conducting (CONDUCT) Open Sections"," 507","035","Special Projects","LAB","P  ","","","","","","","SU","07/20/2025","07/20/2025","9-5PM","2058 MOORE","","  30","  30","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","72393","Jazz & Improvisational Studies (JAZZ) Open Sections"," 465","030","Ind Study","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Sarath","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","71794","Jazz & Improvisational Studies (JAZZ) Open Sections"," 465","080","Ind Study","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Rowe","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","71793","Jazz & Improvisational Studies (JAZZ) Open Sections"," 465","201","Ind Study","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73436","Jazz & Improvisational Studies (JAZZ) Open Sections"," 565","001","Independent Study","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","   1","   1","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73437","Jazz & Improvisational Studies (JAZZ) Open Sections"," 565","087","Independent Study","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Bishop  he-him-his","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","71635","Music Education (MUSED) Open Sections"," 500","201","Educ Res in the Arts","SEM","P R","M","","W","","","","","06/26/2025","08/12/2025","9-1PM","2044 MOORE","McCarthy","  30","  30","N","3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","74505","Music Education (MUSED) Open Sections"," 501","201","Psych Mus Tch & Lrng","SEM","P  ","M","","W","","","","","06/26/2025","08/12/2025","9-1PM","2058 MOORE","Hopkins","  30","  30","N","3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","71681","Music Education (MUSED) Open Sections"," 503","201","Tchg & Lrng in Arts","LAB","P R","","T","","TH","","","","06/26/2025","08/12/2025","9-1PM","2044 MOORE","Conway","  30","  30","N","3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","72387","Music Education (MUSED) Open Sections"," 504","201","Special Course","LEC","P R","","","","TH","F","SA","","06/26/2025","06/28/2025","8-7PM","ARR","Hopkins","  15","  15","N","1.00-2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73158","Music Education (MUSED) Open Sections"," 505","201","Special Topics","LEC","P  ","","","","","","","SU","07/13/2025","07/13/2025","9-5PM","2058 MOORE","Conway","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73158","Music Education (MUSED) Open Sections"," 505","201","Special Topics","LEC","P  ","M","T","W","TH","","","","07/14/2025","07/17/2025","2-5PM","2058 MOORE","","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73158","Music Education (MUSED) Open Sections"," 505","201","Special Topics","LEC","P  ","","","","","F","","","07/18/2025","07/18/2025","9-5PM","2058 MOORE","","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73450","Music Education (MUSED) Open Sections"," 509","289","Spec Proj&Readings","IND","P  ","","","","","","","","06/26/2025","08/12/2025","1-1AM","ARR","","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","72576","Music Education (MUSED) Open Sections"," 509","404","Spec Proj&Readings","IND","P  ","","","","","","","","06/26/2025","08/12/2025","1-1AM","ARR","","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","72577","Music Education (MUSED) Open Sections"," 509","405","Spec Proj&Readings","IND","P  ","","","","","","","","06/26/2025","08/12/2025","1-1AM","ARR","","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","71821","Music Education (MUSED) Open Sections"," 509","411","Spec Proj&Readings","IND","P  ","","","","","","","","06/26/2025","08/12/2025","1-1AM","ARR","","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73268","Music Education (MUSED) Open Sections"," 515","201","Connecting Research","REC","P  ","","","","","","","SU","06/29/2025","06/29/2025","9-5PM","2058 MOORE","","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73268","Music Education (MUSED) Open Sections"," 515","201","Connecting Research","REC","P  ","M","T","W","TH","","","","06/30/2025","07/03/2025","2-5PM","2058 MOORE","","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73268","Music Education (MUSED) Open Sections"," 515","201","Connecting Research","REC","P  ","","","","","F","","","07/04/2025","07/04/2025","9-5PM","2058 MOORE","","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","72369","Music Education (MUSED) Open Sections"," 516","201","Final Presentation","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","72370","Music Education (MUSED) Open Sections"," 516","411","Final Presentation","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73302","Music Education (MUSED) Open Sections"," 517","201","Thesis","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73303","Music Education (MUSED) Open Sections"," 517","405","Thesis","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Hopkins","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73304","Music Education (MUSED) Open Sections"," 517","411","Thesis","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Conway","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73433","Music Education (MUSED) Open Sections"," 517","413","Thesis","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","McCarthy","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","74475","Musicology (MUSICOL) Open Sections"," 346","201","History of Music","LEC","P  ","M","","W","","","","","06/26/2025","08/12/2025","4-7PM","REMOTE","Lwanga","  25","  25","Y","3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73287","Musicology (MUSICOL) Open Sections"," 995","357","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Lam","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","72805","Theory (THEORY) Open Sections"," 407","201","Directed Indiv Stdy","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","2.00-4.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","74506","Theory (THEORY) Open Sections"," 560","201","Special Studies","LEC","P R","","T","","TH","","","","06/26/2025","08/12/2025","9-1PM","2058 MOORE","Fournier","  30","  30","N","3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73087","Theory (THEORY) Open Sections"," 995","510","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Korsyn","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73422","Wellness for Performing Arts (WELLNESS) Open Sections"," 512","201","Yoga Performers","REC","P  ","","T","","TH","","","","07/01/2025","07/31/2025","730-830AM","DANCE STUDIO 4","Conway","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73528","Theatre & Drama (THTREMUS) Open Sections"," 211","201","Intro Drama","REC","P  ","","","","","","","","06/26/2025","08/12/2025","ARR","REMOTE","Coleman","  30","  30","Y","2.00-3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73282","Theatre & Drama (THTREMUS) Open Sections"," 401","007","Independent Study","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Myers","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","71738","Theatre & Drama (THTREMUS) Open Sections"," 401","023","Independent Study","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Mbala Nkanga","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Music, Theatre & Dance","73427","Theatre & Drama (THTREMUS) Open Sections"," 417","026","Theatre Internship","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Casas","  25","  25","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Nursing","73080","Health Sciences (HS) Open Sections"," 540","201","Trauma Basics","SEM","P R","","","","","","SA","","06/09/2025","07/19/2025","9-5PM","REMOTE",""," 120"," 120","N","1.00",
"Summer 2025","Regular Academic Session","Nursing","73201","Nursing (NURS) Open Sections"," 995","066","Diss-Cand","IND","  R","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Larson","  25","  25","N","4.00",
"Summer 2025","Regular Academic Session","Pharmacy","73082","Medicinal Chemistry (MEDCHEM) Open Sections"," 470","201","UG Research Med Chem","IND"," D ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","   1","   1","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Pharmacy","73083","Pharmacy (PHARMACY) Open Sections"," 470","201","UG Research Pharmacy","IND"," D ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","   1","   1","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Pharmacy","73185","Pharmacy (PHARMACY) Open Sections"," 730","201","Pharm D Sem","SEM","PD ","","","","","F","","","06/26/2025","08/12/2025","2-5PM","ARR","Park","  10","   5","N","1.00",
"Summer 2025","Regular Academic Session","Pharmacy","73186","Pharmacy (PHARMACY) Open Sections"," 788","201","Adv Pharm Prac Exp 2","LAB","PD ","","","","","","","","06/23/2025","07/25/2025","ARR","ARR","Phan","  65","  60","N","4.00",
"Summer 2025","Regular Academic Session","Pharmacy","73187","Pharmacy (PHARMACY) Open Sections"," 789","201","Adv Pharm Prac Exp 3","LAB","PD ","","","","","","","","07/28/2025","08/29/2025","ARR","ARR","Phan","  65","  60","N","4.00",
"Summer 2025","Regular Academic Session","Pharmacy","73033","Pharmaceutical Sciences (PHARMSCI) Open Sections"," 470","201","UG Research PharmSci","IND"," D ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  10","  10","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Public Health","73097","Biostatistics (BIOSTAT) Open Sections"," 499","201","Big Data Summer Inst","LEC","PI ","M","T","","TH","","","","06/26/2025","08/12/2025","2-4PM","ARR","Zawistowski, Smith","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","74526","Environmental Health Sciences (EHS) Open Sections"," 597","555","Env Health & Pol","LEC","P R","","","","TH","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Dvonch","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Public Health","74523","Environmental Health Sciences (EHS) Open Sections"," 601","555","Exp Sci & Health","LEC","P  ","","T","","","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Dvonch","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","74524","Environmental Health Sciences (EHS) Open Sections"," 601","557","Exp Sci & Health","LEC","PD ","","T","","","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","Dvonch","  10","  10","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","71292","Environmental Health Sciences (EHS) Open Sections"," 697","201","Readings","IND"," IR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","   1","   1","N","1.00-3.00",
"Summer 2025","Regular Academic Session","Public Health","73385","Epidemiology (EPID) Open Sections"," 591","555","Social Epidemiology","LEC","P R","","","W","","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","James","  25","  25","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","73389","Epidemiology (EPID) Open Sections"," 591","557","Social Epidemiology","LEC","PD ","","","W","","","","","06/30/2025","08/22/2025","7-830PM","REMOTE","James","   5","   5","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","71301","Epidemiology (EPID) Open Sections"," 701","201","Fundamentals of Bios","LEC","PIR","M","T","W","TH","F","","","07/07/2025","07/11/2025","830-12PM","REMOTE","Zhou","  30","  30","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","73308","Epidemiology (EPID) Open Sections"," 702","201","Missing Data","LEC","PD ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73423","Epidemiology (EPID) Open Sections"," 703","201","Infectious Disease M","LEC","PI ","M","T","W","TH","F","","","07/14/2025","07/18/2025","8-12PM","REMOTE","Brouwer","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72416","Epidemiology (EPID) Open Sections"," 704","201","Cancer Epidemiology","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71662","Epidemiology (EPID) Open Sections"," 705","201","Epid&Health Policy","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73305","Epidemiology (EPID) Open Sections"," 706","201","Mixed Methods","LEC","PD ","M","T","W","TH","F","","","07/21/2025","07/25/2025","130-5PM","REMOTE","Guetterman","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71661","Epidemiology (EPID) Open Sections"," 707","201","Nutritional Epid","LEC","PIR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72905","Epidemiology (EPID) Open Sections"," 708","201","Big Data","LEC","PI ","M","T","W","TH","F","","","07/07/2025","07/11/2025","130-5PM","REMOTE","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71302","Epidemiology (EPID) Open Sections"," 709","201","Fundamntals of Epid","LEC","PIR","M","T","W","TH","F","","","07/07/2025","07/25/2025","830-5PM","REMOTE","Mondul","  35","  35","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","71714","Epidemiology (EPID) Open Sections"," 709","202","Fundamntals of Epid","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","3.00",
"Summer 2025","Regular Academic Session","Public Health","72310","Epidemiology (EPID) Open Sections"," 710","201","Intermediate Epid","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00-2.00",
"Summer 2025","Regular Academic Session","Public Health","72403","Epidemiology (EPID) Open Sections"," 710","202","Intermediate Epid","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00-2.00",
"Summer 2025","Regular Academic Session","Public Health","72601","Epidemiology (EPID) Open Sections"," 711","201","Epid of Inj&Violence","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73102","Epidemiology (EPID) Open Sections"," 712","201","Dental Epidemiology","LEC","PI ","M","T","W","TH","F","","","07/07/2025","07/11/2025","130-5PM","REMOTE","Divaris","  30","  30","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71303","Epidemiology (EPID) Open Sections"," 716","201","Clin Epid Evid-based","LEC","PIR","M","T","W","TH","F","","","07/07/2025","07/11/2025","130-5PM","REMOTE","Thompson","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71304","Epidemiology (EPID) Open Sections"," 717","201","Cln Trial Des&Con","LEC","PIR","M","T","W","TH","F","","","07/07/2025","07/11/2025","830-12PM","REMOTE","Schipper","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71305","Epidemiology (EPID) Open Sections"," 718","201","Analysis Clin Trials","LEC","PIR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71497","Epidemiology (EPID) Open Sections"," 719","201","Epigenomics Data","LEC","PI ","M","T","W","TH","F","","","07/07/2025","07/11/2025","830-12PM","REMOTE","Ruiz-Narvaez","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73103","Epidemiology (EPID) Open Sections"," 720","201","Applied Mediation An","LEC","PI ","M","T","W","TH","F","","","07/21/2025","07/25/2025","130-5PM","REMOTE","Valeri","  30","  30","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73104","Epidemiology (EPID) Open Sections"," 721","201","Sensitivity Analysis","LEC","PI ","M","T","W","TH","F","","","07/14/2025","07/18/2025","130-5PM","REMOTE","Arah","  30","  30","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71590","Epidemiology (EPID) Open Sections"," 722","201","Pharmacoepidemiology","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73105","Epidemiology (EPID) Open Sections"," 724","201","Leadership","SEM","PI ","M","T","W","TH","F","","","07/14/2025","07/18/2025","130-5PM","REMOTE","Power","  30","  30","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71692","Epidemiology (EPID) Open Sections"," 727","201","Reproductive Persp","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73177","Epidemiology (EPID) Open Sections"," 730","201","Tobacco Use","LEC","PI ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","2.00",
"Summer 2025","Regular Academic Session","Public Health","73418","Epidemiology (EPID) Open Sections"," 731","201","EHR Data","LEC","PI ","M","T","W","TH","F","","","07/21/2025","07/25/2025","830-12PM","REMOTE","Shi, Fritsche","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73417","Epidemiology (EPID) Open Sections"," 733","201","Quasi-exp Methods","LEC","P  ","","","","","","",""," "," ","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73419","Epidemiology (EPID) Open Sections"," 734","201","Epid Data Collection","LEC","PI ","M","T","W","TH","F","","","06/26/2025","08/12/2025","830-12PM","REMOTE","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71306","Epidemiology (EPID) Open Sections"," 743","201","Appl Linear Regress","LEC","PIR","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71403","Epidemiology (EPID) Open Sections"," 747","201","Success Scient Writ","LEC","PI ","M","T","W","TH","F","","","07/21/2025","07/25/2025","830-12PM","REMOTE","Iskander","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71693","Epidemiology (EPID) Open Sections"," 753","201","Ethics, Epidemiology","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72414","Epidemiology (EPID) Open Sections"," 757","201","Introduction to Syst","LEC","PI ","M","T","W","TH","F","","","07/14/2025","07/18/2025","130-5PM","REMOTE","de Souza","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71307","Epidemiology (EPID) Open Sections"," 759","201","Intro to S A S","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72417","Epidemiology (EPID) Open Sections"," 761","201","Social Determinants","LEC","PI ","M","T","W","TH","F","","","07/07/2025","07/11/2025","130-5PM","REMOTE","Yang","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73106","Epidemiology (EPID) Open Sections"," 762","201","Complex Survey Data","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  30","  30","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71308","Epidemiology (EPID) Open Sections"," 766","201","Analysis of Longitud","LEC","PI ","M","T","W","TH","F","","","07/14/2025","07/18/2025","830-12PM","REMOTE","Sen","  35","  35","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71402","Epidemiology (EPID) Open Sections"," 768","201","Global Health Issues","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71508","Epidemiology (EPID) Open Sections"," 770","201","Env Deter Infct Dis","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Wilson","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71667","Epidemiology (EPID) Open Sections"," 777","201","Geographic Informat","LEC","PI ","M","T","W","TH","F","","","07/14/2025","07/18/2025","830-12PM","REMOTE","Brines","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72875","Epidemiology (EPID) Open Sections"," 778","201","Spatial Statistics","LEC","PI ","M","T","W","TH","F","","","07/21/2025","07/25/2025","130-5PM","REMOTE","Berrocal","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","73039","Epidemiology (EPID) Open Sections"," 780","201","Causal Inference","LEC","PI ","M","T","W","TH","F","","","07/07/2025","07/11/2025","830-12PM","REMOTE","Lesko","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71717","Epidemiology (EPID) Open Sections"," 783","201","Methods in Community","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71718","Epidemiology (EPID) Open Sections"," 784","201","Survival Analysis Ap","LEC","PI ","M","T","W","TH","F","","","07/21/2025","07/25/2025","130-5PM","REMOTE","He","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71719","Epidemiology (EPID) Open Sections"," 785","201","Public Health Survei","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","71720","Epidemiology (EPID) Open Sections"," 786","201","Bias&its Ctrl Ep Res","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72415","Epidemiology (EPID) Open Sections"," 787","201","Multilevel Analysis","LEC","PI ","M","T","W","TH","F","","","07/07/2025","07/11/2025","830-12PM","REMOTE","Kaufman","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72371","Epidemiology (EPID) Open Sections"," 788","201","Evolutionary Epid","LEC","PI ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72600","Epidemiology (EPID) Open Sections"," 790","201","Effective Oral Comm","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  25","  25","N","1.00",
"Summer 2025","Regular Academic Session","Public Health","72715","Epidemiology (EPID) Open Sections"," 791","201","Intermediate SAS","LEC","PD ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","","  30","  30","N","1.00",
